Source,Date,GPE/LOC
CNN,March_30_2022,Germany
CNN,March_30_2022,Bulgaria
CNN,March_30_2022,Ukraine
CNN,March_30_2022,Italy
CNN,March_30_2022,st serbia
CNN,March_30_2022,Latvia
CNN,March_30_2022,Finland
CNN,March_30_2022,Portugal
CNN,March_30_2022,Ukraine
CNN,March_30_2022,the Russian Federation's
CNN,March_29_2022,Russia
CNN,March_29_2022,Ukraine
CNN,March_29_2022,Russia
CNN,March_29_2022,Ukraine
CNN,_March_19_202,Atlanta
CNN,March_4_2022.,US
CNN,March_4_2022.,The United States
CNN,March_4_2022.,US
CNN,March_4_2022.,US
CNN,March_4_2022.,US
CNN,March_4_2022.,the United States Mission
CNN,March_4_2022.,United States
CNN,March_4_2022.,Britain
CNN,March_4_2022.,Russia
CNN,March_4_2022.,UK
CNN,March_4_2022.,London
CNN,March_4_2022.,The United Kingdom
CNN,March_4_2022.,Russia
CNN,March_4_2022.,UK
CNN,March_4_2022.,Russia
CNN,March_4_2022.,Russia
CNN,March_4_2022.,UK
CNN,March_4_2022.,UK
CNN,March_4_2022.,Russia
CNN,March_4_2022.,Russia
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,the United States
CNN,March_4_2022.,Indiana
CNN,March_4_2022.,US
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Soviet Union
CNN,March_4_2022.,US
CNN,_March_27_202,US
CNN,_March_27_202,Russia
CNN,_March_27_202,Washington
CNN,_March_27_202,Idaho
CNN,_March_27_202,Russia
CNN,_March_27_202,Russia
CNN,_March_27_202,US
CNN,_March_27_202,Russia
CNN,_March_27_202,Warsaw
CNN,_March_27_202,Poland
CNN,_March_27_202,Russia
CNN,March_19_2022,Moscow
CNN,March_19_2022,UK
CNN,March_19_2022,Moscow
CNN,March_19_2022,Russia
CNN,March_19_2022,Moscow Britain's
CNN,March_19_2022,Ukraine
CNN,March_19_2022,Ukraine
CNN,March_19_2022,Russia
CNN,March_19_2022,Moscow
CNN,March_19_2022,Ukraine
CNN,March_19_2022,Russia
CNN,_March_7_2022,Australia
CNN,_March_7_2022,Russia
CNN,_March_7_2022,Hong Kong
CNN,_March_7_2022,Australia
CNN,_March_7_2022,Russia
CNN,_March_7_2022,Russia
CNN,_March_7_2022,Ukraine
CNN,_March_7_2022,Ukraine
CNN,_March_7_2022,Australia
CNN,_March_7_2022,Russia
CNN,_March_7_2022,Ukraine
CNN,_March_7_2022,Russia
CNN,_March_7_2022,Australia
CNN,_March_7_2022,Russia
CNN,_March_7_2022,Ukraine
CNN,March_3_2022.,Ukrainian
CNN,March_3_2022.,Ukrainian
CNN,March_3_2022.,Ukraine
CNN,March_19_2022,Russia
CNN,March_19_2022,Russia
CNN,March_19_2022,Ukraine
CNN,March_19_2022,Russia
CNN,March_19_2022,Ukraine
CNN,March_19_2022,Yulia
CNN,March_19_2022,Ukraine
CNN,_March_47_202,Ukraine
CNN,_March_47_202,Britain
CNN,_March_47_202,Russia
CNN,_March_47_202,Russia
CNN,_March_47_202,Russia
CNN,_March_47_202,Russia
CNN,_March_14_202,Russia
CNN,_March_14_202,Ukraine
CNN,March_10_2022,UK
CNN,March_10_2022,UK
CNN,March_10_2022,UK
CNN,March_10_2022,Ukrainian
CNN,March_10_2022,UK
CNN,March_10_2022,Berdyansk
CNN,March_30_2022,Russia
CNN,March_30_2022,Russia
CNN,March_30_2022,Geneva
CNN,March_30_2022,Russia
CNN,March_30_2022,Bachelet
CNN,March_30_2022,the Russian Federation
CNN,March_30_2022,Ukrainian
CNN,March_18_2022,US
CNN,March_18_2022,Chicago
CNN,March_18_2022,US
CNN,March_18_2022,Chicago
CNN,March_18_2022,Ukraine
CNN,March_18_2022,US
CNN,March_18_2022,Chicago
CNN,March_18_2022,Ukraine
CNN,March_18_2022,Ukraine
CNN,March_18_2022,america
CNN,March_18_2022,Ukraine
CNN,March_18_2022,america
CNN,March_18_2022,Ukraine
CNN,March_22_2022,Russia
CNN,March_22_2022,Ukraine
CNN,March_22_2022,Kh-47M2 Kinzhal
CNN,March_22_2022,Moscow
CNN,March_22_2022,Russia
CNN,March_22_2022,Ukraine
CNN,March_22_2022,US
CNN,March_22_2022,Russia
CNN,March_22_2022,US
CNN,March_22_2022,US
CNN,March_22_2022,Russia
CNN,March_22_2022,Russia
CNN,March_22_2022,Ukraine
CNN,March_22_2022,Russia
CNN,March_22_2022,China
CNN,March_22_2022,the United States
CNN,March_22_2022,North Korea
CNN,March_22_2022,Russia
CNN,_March_22_202,US
CNN,_March_22_202,The United States
CNN,_March_22_202,Ukraine
CNN,_March_22_202,US
CNN,_March_22_202,Russia
CNN,_March_22_202,Ukraine
CNN,_March_22_202,Ukraine
CNN,March_25_2022,Ukraine
CNN,March_25_2022,Russia
CNN,March_25_2022,Ukraine
CNN,March_25_2022,Ukraine
CNN,March_25_2022,US
CNN,March_25_2022,Ukraine
CNN,March_25_2022,US
CNN,March_25_2022,US
CNN,March_25_2022,Ukrainian
CNN,_March_22_202,Ukrainian
CNN,_March_22_202,Ukraine
CNN,_March_22_202,Makariv
CNN,_March_22_202,London
CNN,_March_22_202,Warsaw
CNN,_March_22_202,Poland
CNN,_March_22_202,Ukraine
CNN,_March_22_202,Poland
CNN,_March_22_202,Poland
CNN,_March_22_202,Ukraine
CNN,_March_22_202,Ukraine
CNN,March_24_2022,Russia
CNN,March_24_2022,Ukraine
CNN,March_24_2022,Russia
CNN,March_24_2022,Ukraine
CNN,March_24_2022,UKRAINE
CNN,March_24_2022,Russia
CNN,March_4_2022.,US
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,US
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,the United States
CNN,March_4_2022.,the United States of America
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Poland
CNN,March_4_2022.,Romania
CNN,March_4_2022.,Latvia
CNN,March_4_2022.,Lithuania
CNN,March_4_2022.,Estonia
CNN,March_4_2022.,US
CNN,March_4_2022.,the United States
CNN,March_4_2022.,US
CNN,March_4_2022.,Ukraine
CNN,March_26_2022,London
CNN,March_26_2022,Ukrainian
CNN,March_26_2022,Ukraine
CNN,March_26_2022,Ukraine
CNN,March_30_2022,Irpin
CNN,March_30_2022,Irpin
CNN,March_30_2022,Russia
CNN,March_30_2022,Irpin
CNN,March_30_2022,Ukrainian
CNN,March_14_2022,Lviv
CNN,March_14_2022,Lviv
CNN,March_14_2022,Ukraine
CNN,March_14_2022,Ukraine
CNN,March_14_2022,Ukraine
CNN,March_14_2022,US
CNN,March_14_2022,US
CNN,March_14_2022,Russia
CNN,March_14_2022,Russia
CNN,March_14_2022,Ukraine
CNN,March_14_2022,Ukraine
CNN,March_14_2022,Ukraine
CNN,March_14_2022,Ukraine
CNN,March_14_2022,Russia
CNN,March_14_2022,Ukraine
CNN,March_14_2022,Ukraine
CNN,March_14_2022,Russia
CNN,March_14_2022,Ukraine
CNN,March_14_2022,Ukraine
CNN,March_14_2022,Russia
CNN,March_14_2022,US
CNN,March_14_2022,Ukraine
CNN,March_7_2022.,US
CNN,March_7_2022.,Poland
CNN,March_7_2022.,Romania Germany
CNN,March_7_2022.,Greece
CNN,March_7_2022.,US
CNN,March_7_2022.,Poland
CNN,March_7_2022.,Romania Germany
CNN,March_7_2022.,Greece
CNN,March_7_2022.,US
CNN,March_7_2022.,Russia
CNN,March_7_2022.,Ukraine
CNN,March_7_2022.,Washington
CNN,March_7_2022.,Greece
CNN,March_7_2022.,Georgia
CNN,March_7_2022.,Poland
CNN,March_7_2022.,Romania
CNN,March_7_2022.,US
CNN,March_7_2022.,Germany
CNN,March_7_2022.,Fort Bragg
CNN,March_7_2022.,North Carolina
CNN,March_7_2022.,Fort Stewart
CNN,March_7_2022.,Ukraine
CNN,March_7_2022.,Ukraine
CNN,March_7_2022.,US
CNN,March_7_2022.,Russia
CNN,March_7_2022.,US
CNN,March_7_2022.,Chernihiv
CNN,March_1_2022.,Ukraine
CNN,March_1_2022.,Ukraine
CNN,_March_9_2022,US
CNN,_March_9_2022,Ukraine
CNN,_March_9_2022,Ukraine
CNN,_March_9_2022,Russia
CNN,_March_9_2022,Ukraine
CNN,_March_9_2022,Russia
CNN,March_30_2022,UK
CNN,March_30_2022,London
CNN,March_30_2022,UK
CNN,March_30_2022,UK
CNN,March_30_2022,UK
CNN,March_30_2022,UK
CNN,March_5_2022.,Russia
CNN,March_5_2022.,Ukraine
CNN,March_5_2022.,Russia
CNN,March_5_2022.,RUSSIA
CNN,March_5_2022.,Ukraine
CNN,March_5_2022.,Ukraine
CNN,March_5_2022.,US
CNN,March_5_2022.,US
CNN,March_5_2022.,Ukraine
CNN,March_5_2022.,Ukrainian
CNN,March_5_2022.,Luhansk
CNN,March_5_2022.,Ukraine
CNN,March_5_2022.,US
CNN,March_5_2022.,Poland
CNN,March_5_2022.,Ukraine
CNN,March_5_2022.,Ukraine
CNN,March_5_2022.,LITHUANIA
CNN,March_5_2022.,HUNGARY
CNN,March_5_2022.,Russia
CNN,March_5_2022.,Luhansk
CNN,March_4_2022.,Tbilisi
CNN,March_4_2022.,Georgia
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_29_2022,US
CNN,March_29_2022,US
CNN,March_29_2022,Ukraine
CNN,March_29_2022,US
CNN,March_29_2022,Russia
CNN,March_29_2022,Ukraine
CNN,March_29_2022,Russia
CNN,March_29_2022,Ukraine
CNN,March_29_2022,Russia
CNN,March_10_2022,Ukraine
CNN,March_10_2022,Clarissa Ward
CNN,March_10_2022,US
CNN,March_10_2022,Ukraine
CNN,March_10_2022,Ukraine
CNN,March_8_2022.,Poland
CNN,March_8_2022.,US
CNN,March_8_2022.,Germany
CNN,March_8_2022.,Germany
CNN,March_8_2022.,Washington
CNN,March_8_2022.,Ukraine
CNN,March_8_2022.,Poland
CNN,March_8_2022.,the United States
CNN,March_8_2022.,Poland
CNN,March_8_2022.,Poland
CNN,March_8_2022.,the United States
CNN,March_8_2022.,US
CNN,March_8_2022.,Germany
CNN,March_8_2022.,Poland
CNN,March_8_2022.,US
CNN,March_8_2022.,Poland
CNN,March_8_2022.,US
CNN,March_8_2022.,US
CNN,March_8_2022.,Poland
CNN,March_8_2022.,Nuland
CNN,March_8_2022.,Poland
CNN,March_8_2022.,US
CNN,March_8_2022.,US
CNN,March_8_2022.,Poland
CNN,March_8_2022.,US
CNN,March_8_2022.,US
CNN,March_29_2022,Russia
CNN,March_29_2022,Paris
CNN,March_29_2022,Ukraine
CNN,March_29_2022,Ukrainian
CNN,March_29_2022,Mariupol
CNN,March_29_2022,Ukraine
CNN,March_29_2022,France
CNN,_March_25_202,Russia
CNN,_March_25_202,Chernobyl
CNN,_March_25_202,London
CNN,_March_25_202,Russia
CNN,_March_25_202,Chernobyl
CNN,_March_25_202,Ukraine
CNN,March_14_2022,London
CNN,March_14_2022,Russia
CNN,March_14_2022,Ukraine
CNN,March_6_2022.,Dog City
CNN,March_6_2022.,Ukraine
CNN,March_6_2022.,Russia
CNN,March_6_2022.,Ukraine
CNN,March_6_2022.,Dog City
CNN,March_6_2022.,Sandra
CNN,March_6_2022.,Anastasia
CNN,March_6_2022.,Dog City
CNN,March_6_2022.,Sandra
CNN,March_10_2022,Chernihiv
CNN,March_10_2022,Borodyanka
CNN,March_10_2022,Stoyanka Ukraine
CNN,March_10_2022,Stoyanka
CNN,March_10_2022,Chernihiv
CNN,_March_7_2022,Hungary
CNN,_March_7_2022,Hungary
CNN,_March_7_2022,Russia
CNN,_March_7_2022,Ukraine
CNN,_March_7_2022,Hungary
CNN,_March_7_2022,India Nigeria
CNN,_March_7_2022,Hungary
CNN,_March_7_2022,Ukraine
CNN,_March_7_2022,Romania
CNN,_March_7_2022,Ukraine
CNN,_March_7_2022,Ukraine
CNN,_March_7_2022,Abuja
CNN,_March_7_2022,Romania
CNN,_March_7_2022,Poland
CNN,_March_7_2022,Abuja
CNN,_March_7_2022,Hungary
CNN,_March_7_2022,Abuja Gabriel
CNN,_March_7_2022,Ukraine
CNN,_March_7_2022,Ukraine
CNN,_March_7_2022,Ukraine
CNN,_March_7_2022,Ukraine
CNN,_March_7_2022,Ukraine
CNN,_March_7_2022,Ukraine
CNN,_March_7_2022,Ukraine
CNN,_March_7_2022,Nigeria
CNN,_March_7_2022,Ukraine
CNN,_March_45_202,Slovenia
CNN,_March_45_202,Ukraine
CNN,_March_45_202,Ukraine
CNN,_March_45_202,the Czech Republic
CNN,_March_45_202,Poland
CNN,_March_45_202,Ukraine
CNN,_March_45_202,Ukraine
CNN,_March_45_202,Ukraine
CNN,_March_45_202,Ukraine
CNN,_March_45_202,Slovenia
CNN,_March_45_202,Ukraine
CNN,_March_45_202,Ukraine
CNN,_March_45_202,Ukraine
CNN,_March_45_202,Ukraine
CNN,March_6_2022.,Irpin Ukraine
CNN,March_6_2022.,Irpin Ukraine
CNN,March_6_2022.,Irpin Ukraine
CNN,March_6_2022.,Kyiv
CNN,March_6_2022.,Ukrainian
CNN,March_6_2022.,Ukrainian
CNN,March_6_2022.,Irpin
CNN,March_6_2022.,Ukraine
CNN,March_3_2022.,Ukraine
CNN,March_3_2022.,Ukraine
CNN,March_3_2022.,Russia
CNN,March_3_2022.,Syria
CNN,March_3_2022.,Ukraine
CNN,March_3_2022.,Ukraine
CNN,March_3_2022.,Ukraine
CNN,March_3_2022.,Ukraine
CNN,March_3_2022.,Russia
CNN,March_3_2022.,Ukraine
CNN,March_3_2022.,Ukraine
CNN,March_3_2022.,US
CNN,March_3_2022.,Ukraine
CNN,March_3_2022.,Ukraine
CNN,March_3_2022.,Ukraine
CNN,March_27_2022,Russia
CNN,March_27_2022,Ukraine
CNN,March_27_2022,Istanbul
CNN,March_27_2022,Russia
CNN,March_27_2022,Ukraine
CNN,March_27_2022,Istanbul
CNN,March_27_2022,Istanbul
CNN,March_27_2022,Russia
CNN,March_27_2022,Russia
CNN,March_27_2022,Ukraine
CNN,March_27_2022,Russia
CNN,March_27_2022,Ukraine
CNN,March_27_2022,Turkey
CNN,March_4_2022.,US
CNN,March_4_2022.,Russia
CNN,March_4_2022.,Russia
CNN,March_4_2022.,Chornobyl
CNN,March_21_2022,Netherlands
CNN,March_21_2022,Netherlands
CNN,March_21_2022,France
CNN,March_21_2022,G7
CNN,_March_12_202,Ukraine
CNN,_March_12_202,Russia
CNN,_March_12_202,Ukraine
CNN,_March_12_202,Russia
CNN,_March_12_202,Ukraine
CNN,_March_12_202,Russia
CNN,_March_12_202,Ukraine
CNN,_March_12_202,Ukraine
CNN,_March_12_202,the Russian Empire
CNN,_March_12_202,Ukraine
CNN,_March_12_202,Ukraine
CNN,_March_12_202,Ukraine
CNN,_March_12_202,Ukraine
CNN,March_14_2022,Brussels
CNN,March_14_2022,Russia
CNN,March_14_2022,Ukraine
CNN,March_14_2022,US
CNN,March_14_2022,US
CNN,March_14_2022,Ukraine
CNN,March_24_2022,Bipartisan
CNN,March_24_2022,Ukraine
CNN,March_24_2022,Germany
CNN,March_24_2022,Poland
CNN,March_24_2022,Ukraine
CNN,March_24_2022,Germany
CNN,March_24_2022,Poland
CNN,March_24_2022,Germany
CNN,March_24_2022,Poland
CNN,March_24_2022,Ukraine
CNN,March_24_2022,Ukraine
CNN,March_24_2022,US
CNN,March_24_2022,US
CNN,March_24_2022,Maine
CNN,March_24_2022,Ukraine
CNN,March_24_2022,Ukraine
CNN,March_24_2022,Ukraine
CNN,March_24_2022,Ukraine
CNN,March_24_2022,Germany
CNN,March_24_2022,Germany
CNN,March_24_2022,Poland
CNN,March_24_2022,Germany
CNN,March_24_2022,US
CNN,_March_20_202,US
CNN,_March_20_202,US
CNN,_March_20_202,Sofia
CNN,_March_20_202,Bulgaria
CNN,_March_20_202,US
CNN,_March_20_202,Ukraine
CNN,_March_20_202,Ukraine
CNN,_March_20_202,Russia
CNN,_March_20_202,Russia
CNN,_March_20_202,Russia
CNN,_March_20_202,US
CNN,_March_20_202,Russia
CNN,_March_20_202,Ukraine
CNN,_March_20_202,Ukraine
CNN,_March_20_202,the United States
CNN,_March_20_202,Ukraine
CNN,_March_20_202,Russia
CNN,_March_20_202,UKRAINE
CNN,_March_20_202,Ukraine
CNN,_March_20_202,London
CNN,_March_20_202,Russia
CNN,_March_20_202,Ukraine
CNN,_March_20_202,Luhansk
CNN,_March_20_202,Ukraine
CNN,_March_20_202,Ukraine
CNN,_March_20_202,US
CNN,_March_20_202,Russia
CNN,_March_20_202,Ukraine
CNN,_March_46_202,Russia
CNN,_March_46_202,Ukraine
CNN,March_12_2022,Italy
CNN,March_12_2022,Italy
CNN,March_12_2022,Italy
CNN,March_12_2022,Ukraine
CNN,March_12_2022,US
CNN,March_12_2022,Ukraine
CNN,March_12_2022,Ukraine
CNN,March_12_2022,Russia
CNN,March_12_2022,Crimea
CNN,March_12_2022,Ukraine
CNN,March_12_2022,Ukraine
CNN,_March_23_202,Australia
CNN,_March_23_202,Indonesia
CNN,_March_23_202,the United States
CNN,_March_23_202,Ukraine
CNN,_March_23_202,Russia
CNN,_March_23_202,Ukraine
CNN,_March_23_202,Russia
CNN,_March_23_202,Jakarta
CNN,_March_23_202,US
CNN,_March_23_202,Moscow
CNN,_March_23_202,Indonesia
CNN,_March_23_202,Indonesia
CNN,_March_23_202,Russia
CNN,_March_23_202,Jakarta
CNN,March_4_2022.,US
CNN,March_4_2022.,Russia
CNN,March_4_2022.,US
CNN,March_4_2022.,Russia
CNN,March_4_2022.,US
CNN,March_4_2022.,Russia
CNN,March_4_2022.,US
CNN,March_4_2022.,Russia
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,US
CNN,March_4_2022.,Russia
CNN,March_4_2022.,US
CNN,March_4_2022.,US
CNN,March_4_2022.,Russia
CNN,March_4_2022.,US
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,US
CNN,March_4_2022.,US
CNN,March_4_2022.,Syria
CNN,March_4_2022.,US
CNN,March_4_2022.,US
CNN,March_4_2022.,Russia
CNN,March_4_2022.,US
CNN,March_4_2022.,Syria
CNN,March_47_2022,Kharkiv
CNN,March_47_2022,Ukraine
CNN,March_29_2022,Christiane
CNN,March_29_2022,France
CNN,March_29_2022,Ukraine
CNN,March_24_2022,Irpin River
CNN,March_24_2022,Irpin
CNN,March_24_2022,Irpin
CNN,March_24_2022,Irpin
CNN,March_24_2022,the Irpin River
CNN,March_24_2022,The Irpin River
CNN,March_24_2022,Irpin River
CNN,March_9_2022.,Ukraine
CNN,March_9_2022.,the United Kingdom
CNN,March_9_2022.,Ukraine
CNN,March_9_2022.,UK
CNN,March_9_2022.,UK
CNN,March_9_2022.,Ukraine
CNN,March_9_2022.,Ukraine
CNN,March_9_2022.,Russia
CNN,_March_21_202,US
CNN,_March_21_202,Russia
CNN,_March_21_202,Moscow
CNN,_March_21_202,US
CNN,_March_21_202,Russia
CNN,_March_21_202,US
CNN,_March_21_202,Washington DC
CNN,_March_21_202,Us
CNN,_March_21_202,Russia
CNN,_March_21_202,US
CNN,_March_21_202,Russia
CNN,_March_21_202,Moscow
CNN,_March_21_202,US
CNN,_March_21_202,Russia
CNN,_March_21_202,Moscow
CNN,_March_21_202,US
CNN,_March_21_202,US
CNN,_March_21_202,US
CNN,_March_21_202,Russia
CNN,_March_21_202,Ukraine
CNN,March_11_2022,Russia
CNN,March_11_2022,US
CNN,March_11_2022,US
CNN,March_11_2022,Russia
CNN,March_11_2022,US
CNN,March_11_2022,Russia
CNN,March_11_2022,Russia
CNN,March_11_2022,Ukraine
CNN,March_11_2022,Russia
CNN,March_11_2022,Russia
CNN,March_11_2022,Washington DC
CNN,March_11_2022,US
CNN,March_11_2022,Russia
CNN,March_11_2022,Ukraine
CNN,March_11_2022,Russia
CNN,March_11_2022,US
CNN,March_11_2022,Russia
CNN,March_11_2022,U.S.
CNN,March_11_2022,Russia
CNN,March_11_2022,U.S.
CNN,March_11_2022,the United States
CNN,March_11_2022,Russia
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Poland
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Poland
CNN,March_4_2022.,New York
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,America
CNN,March_4_2022.,Harmaii
CNN,March_4_2022.,New York
CNN,March_4_2022.,Poland
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Russia
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Russia
CNN,March_4_2022.,Russia
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,Ukraine
CNN,March_4_2022.,UK
CNN,March_28_2022,Russia
CNN,March_28_2022,Ukraine
CNN,March_28_2022,Ukraine
CNN,March_28_2022,Russia
CNN,March_28_2022,the United Kingdom
CNN,March_28_2022,Canada
CNN,March_28_2022,Germany
CNN,March_28_2022,Italy
CNN,March_28_2022,Azerbaijan
CNN,March_28_2022,Britain
CNN,March_28_2022,the Russian Federation
CNN,March_28_2022,Canada
CNN,March_28_2022,Ukrainian
CNN,March_28_2022,Russia
CNN,March_28_2022,Italy
CNN,March_28_2022,Ukraine
CNN,March_28_2022,Azerbaijan
CNN,March_28_2022,Ukraine
CNN,March_28_2022,US
CNN,March_28_2022,Germany
CNN,March_28_2022,Germany
CNN,March_28_2022,US
CNN,March_28_2022,Russia
CNN,March_28_2022,Ukraine
CNN,March_28_2022,Washington
CNN,March_28_2022,Germany
CNN,March_28_2022,Ukraine
CNN,March_28_2022,US
CNN,March_28_2022,Russia
CNN,March_28_2022,Ukraine
CNN,March_28_2022,Russia
CNN,March_28_2022,Ukraine
CNN,_March_22_202,US
CNN,_March_22_202,The United States
CNN,_March_22_202,US
CNN,_March_22_202,US
CNN,_March_22_202,Us
CNN,_March_22_202,Russia
CNN,_March_22_202,Ukraine
CNN,_March_6_2022,South Korea
CNN,_March_6_2022,Russia
CNN,_March_6_2022,Seoul
CNN,_March_6_2022,South Korea
CNN,_March_6_2022,the United States
CNN,_March_6_2022,Russia
CNN,_March_6_2022,Russia
CNN,_March_6_2022,South Korea
CNN,March_14_2022,US
CNN,March_14_2022,Bulgaria
CNN,March_14_2022,Slovakia
CNN,March_14_2022,Bulgaria
CNN,March_14_2022,Brussels
CNN,March_14_2022,Slovakia
CNN,March_14_2022,Bulgaria
CNN,March_14_2022,Bulgaria
CNN,March_4_2022.,Ukrainian
CNN,March_17_2022,Russia
CNN,_March_23_202,Ukrainian
CNN,_March_23_202,US
CNN,_March_23_202,Ukrainian
CNN,_March_23_202,Ukraine
CNN,_March_23_202,Donbas
CNN,_March_10_202,Ukraine
CNN,_March_10_202,Ukraine
CNN,_March_10_202,Novorossiysk city
CNN,_March_10_202,Russia
CNN,_March_10_202,Ukraine
CNN,_March_10_202,Syria
CNN,March_22_2022,Ukraine
CNN,March_22_2022,Poland
CNN,March_22_2022,Ukraine
CNN,March_22_2022,Ukraine
CNN,March_22_2022,Poland
CNN,March_22_2022,Poland
CNN,March_22_2022,Poland
CNN,March_16_2022,Ukraine
CNN,March_16_2022,Ukraine
CNN,March_16_2022,Ukrainian
CNN,March_16_2022,Ukraine
CNN,March_16_2022,Donbas
CNN,March_16_2022,Ukraine
CNN,March_24_2022,Ukraine
CNN,March_24_2022,US
CNN,March_24_2022,Kharkiv
CNN,March_24_2022,Ukraine
CNN,March_24_2022,US
CNN,March_24_2022,US
CNN,March_24_2022,Ukraine
CNN,March_24_2022,Ukraine
CNN,March_24_2022,US
CNN,March_24_2022,US
CNN,March_24_2022,Russia
CNN,March_24_2022,Ukraine
CNN,March_24_2022,US
CNN,March_24_2022,Ukraine
CNN,March_24_2022,US
CNN,March_24_2022,Russia
CNN,March_24_2022,US
CNN,March_24_2022,Ukraine
CNN,March_24_2022,US
CNN,March_24_2022,Ukraine
CNN,March_24_2022,Ukraine
CNN,March_24_2022,the United Kingdom
CNN,March_24_2022,Ukraine
CNN,March_24_2022,Ukraine
CNN,March_24_2022,US
CNN,March_24_2022,Ukraine
CNN,March_24_2022,Nevada
CNN,March_24_2022,Poland
CNN,March_24_2022,Germany
CNN,March_24_2022,US
CNN,March_8_2022.,US
CNN,March_8_2022.,Venezuela
CNN,March_8_2022.,Caracas Venezuela
CNN,March_8_2022.,US
CNN,March_8_2022.,Caracas Venezuela
CNN,March_8_2022.,Russia
CNN,March_8_2022.,Ukraine
CNN,March_8_2022.,Russia
CNN,March_8_2022.,US
CNN,March_8_2022.,Venezuela
CNN,March_8_2022.,US
CNN,March_8_2022.,Venezuela
CNN,March_8_2022.,Russia
CNN,March_8_2022.,Ukraine
CNN,March_8_2022.,Venezuela
CNN,March_8_2022.,Houston
CNN,March_8_2022.,Venezuela
CNN,March_8_2022.,US
CNN,March_8_2022.,US
CNN,March_8_2022.,Venezuela
CNN,March_8_2022.,US
CNN,March_8_2022.,Venezuela
CNN,March_8_2022.,Caracas
CNN,March_8_2022.,Venezuela
CNN,March_8_2022.,Venezuela
CNN,March_8_2022.,US
CNN,March_8_2022.,Caracas
CNN,March_8_2022.,US
CNN,March_8_2022.,US
CNN,March_8_2022.,Venezuela
CNN,March_8_2022.,Caracas
CNN,March_8_2022.,Venezuela
CNN,March_8_2022.,Caracas
CNN,March_8_2022.,Moscow
CNN,March_25_2022,US
CNN,March_25_2022,Danya
CNN,March_25_2022,Hyannis
CNN,March_25_2022,Massachusetts
CNN,March_25_2022,US
CNN,March_25_2022,Ukraine
CNN,March_25_2022,Ukraine
CNN,March_4_2022.,US
CNN,March_19_2022,Lviv
CNN,arch_7_2022.t,US
CNN,arch_7_2022.t,US
CNN,arch_7_2022.t,Russia
CNN,arch_7_2022.t,Ukraine
CNN,arch_7_2022.t,US
CNN,_March_24_202,Donetsk
CNN,_March_24_202,London
CNN,_March_24_202,Nazi Germany
CNN,_March_24_202,Toretsk
CNN,_March_27_202,US
CNN,_March_27_202,Washington DC
CNN,_March_27_202,Ukraine
CNN,_March_27_202,the United States
CNN,_March_27_202,Russia
CNN,_March_27_202,Ukraine
CNN,_March_27_202,Russia
CNN,_March_27_202,China
CNN,_March_25_202,Lviv
CNN,_March_25_202,Ukrainian
CNN,_March_25_202,Ukraine
CNN,_March_25_202,Rezantsez
CNN,_March_25_202,the Russian Federation
CNN,_March_25_202,Russia
CNN,_March_25_202,Russia
CNN,_March_25_202,Ukraine
CNN,_March_9_2022,Russia
CNN,_March_9_2022,Ukraine
CNN,_March_9_2022,Ukrainian
CNN,_March_9_2022,Russia
CNN,March_2_2022.,Canada
CNN,March_2_2022.,Ukraine
CNN,March_2_2022.,Atlanta
CNN,March_2_2022.,Russia
CNN,March_2_2022.,Canada
CNN,March_2_2022.,Ukraine
CNN,March_2_2022.,Russia
CNN,March_2_2022.,Ukraine
CNN,March_2_2022.,Canada
CNN,March_2_2022.,Ukraine
CNN,March_28_2022,US
CNN,March_28_2022,Warsaw
CNN,March_28_2022,US
CNN,March_28_2022,Ukraine
CNN,March_28_2022,Poland
CNN,12_2022.txt,Paris
CNN,12_2022.txt,Ukraine
CNN,12_2022.txt,Ukraine
CNN,_March_6_2022,US
CNN,_March_6_2022,US
CNN,_March_6_2022,Lviv
CNN,_March_6_2022,Ukraine
CNN,_March_6_2022,Ukraine
CNN,_March_6_2022,Poland
CNN,_March_6_2022,Ukraine
